Title,Link,Description,Remote_testing,Adaptive_Testing,Job_levels,Language,Duration
Automata Front End,https://www.shl.com/solutions/products/product-catalog/view/automata-front-end/,"Simulation based test that measures the front-end development capabilities using HTML, CSS, and
JavaScript. The candidate is provided with 3 different sections to code in HTML, CSS and JavaScript respectively and a separate output section to view the output. This simulation is then manually scored.",yes,no,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, Manager,","English (USA),",Approximate Completion Time in minutes = 30 minutes
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Typing based test that evaluates typing speed and accuracy.,yes,no,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 2
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,"The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions.

NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor",yes,no,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Swedish, German, Finnish,",Test Type:CP
Bilingual Spanish Reservation Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,"The Bilingual Reservation Agent solution is designed for customer centered entry-level positions within the hospitality industry. Sample tasks may include making, updating, or canceling hotel reservations made in English or Spanish; listening to customers speak Spanish and entering information into a computer in English; providing information on the hotel and the services offered. Potential job titles that use this solution are: Bilingual Reservation Agent, Customer Service Representative and Reservationist. Multiple configurations of this solution are available.",yes,yes,"Entry-Level,","English (USA), Latin American Spanish,",Approximate Completion Time in minutes = 43
.NET WCF (New),https://www.shl.com/solutions/products/product-catalog/view/net-wcf-new/,"Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability.

The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to:
	draw logical conclusions based on information provided
	identify strengths and weaknesses of arguments
	complete scenarios using incomplete information

The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data.  

This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to:
	evaluate arguments
	analyse scenarios
	draw logical conclusions",yes,yes,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian,",Approximate Completion Time in minutes = 20
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report,yes,no,Test Type:A, , 
Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.",yes,yes,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International,",Approximate Completion Time in minutes = 30
Supervisor 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-1-%28international%29/,"Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.Report Language Availability:English International, German, Portuguese, Spanish, Norwegian, Swedish, Dutch, French, English (USA)IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".",yes,no,"Supervisor, Front Line Manager,","Italian, Norwegian, Spanish, English (USA), French, German, Dutch, Swedish, Portuguese, English International,",Approximate Completion Time in minutes = 29
Insurance Sales Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/insurance-sales-manager-solution/,"The Sales Manager solution is for entry- to mid-level management positions that involve supervising employees working in an insurance organization and have a substantial portion of their job performance based on sales. Sample tasks for this job include, but are not limited to: planning and preparing work schedules; promoting products to customers; training subordinates; analyzing sales statistics gathered by staff to determine sales potential and monitor preferences of customers; building ongoing customer relationships; and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Insurance Sales Manager, Sales Manager, Assistant Sales Manager, and Sales Supervisor. Multiple configurations of this solution are available.",yes,yes,"Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 51
DSI v1.1 Interpretation Report,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/,DSI v1.1 Interpretation Report,yes,no,"Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian,",Test Type:P, 
Accounts Receivable (New),https://www.shl.com/solutions/products/product-catalog/view/accounts-receivable-new/,Multiple-choice test that measures the knowledge of processing receivables and invoices.,yes,no,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
Contact Center Customer Service 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-customer-service-8-0-4269/,The Customer Service 8.0 JFA is designed for entry-level positions in a contact center environment where the main focus is customer service.,yes,no,"Entry-Level,","English (USA), German, Portuguese (Brazil), English International, Latin American Spanish, French (Canada), French,",Approximate Completion Time in minutes = 31
Nursing Assistant Solution,https://www.shl.com/solutions/products/product-catalog/view/nursing-assistant-solution/,"The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to: turning and re-positioning bedridden patients, feeding patients who cannot feed themselves, and observing patients' conditions, including measuring and recording food intake.  Potential job titles that use this solution are: Certified Nursing Assistant, Nursing Aide, Patient Care Technician, and Hospital Attendant.  Multiple configurations of this solution are available.",yes,no,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 41
MS Excel (New),https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",yes,no,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),",Approximate Completion Time in minutes = 6
Transcriptionist Solution,https://www.shl.com/solutions/products/product-catalog/view/transcriptionist-solution/,"The Transcriptionist solution is for entry-level clerical roles in a healthcare environment that require employees to translate medical information.  Sample tasks for these jobs include, but are not limited to: transcribing dictated reports, deciphering medical jargon, and proofing medical reports.  Potential job titles that use this solution are: Medical Transcriptionist, Medical Transcriber, and Documentation Specialist.  Multiple configurations of this solution are available.",yes,yes,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 33
Basic Statistics (New),https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,"Multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.",yes,no,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Microsoft Dynamics Development (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,"Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,"Our Industrial  Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in the workplace for specialized technical or professional industrial roles. 
This solution assesses mechanical comprehension and other foundational behaviors including: behaving safely and efficiently in the workplace; installing, repairing, and/or maintaining equipment and machinery; making sound mechanical decisions; maintaining an orderly work environment; and producing high quality and reliable work.IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".",yes,no,"Entry-Level,","Portuguese (Brazil), English (USA), French (Canada),",Approximate Completion Time in minutes = 49
Professional + 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/professional-7-1-%28americas%29/,"Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHLs new innovative mobile-first ability assessment, Verify Interactive  Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.",yes,yes,"General Population, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",Approximate Completion Time in minutes = 56
Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,"Graduate Scenarios is a unique test of Managerial Judgement - an individuals ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",yes,no,"Mid-Professional, Professional Individual Contributor, Manager, Graduate,",Test Type:B, 
Jenkins (New),https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 6
Manual Testing (New),https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Professional/Individual Contributor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/professionalindividual-contributor-short-form/,"The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited to: meeting with clients to determine their needs, analyzing data sets, and working with co-workers to complete projects. Potential job titles that use this solution are: Engineer, Human Resource Consultant, and IT Analyst.",yes,yes,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 44
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,"Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,"Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration and administration.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
Economics (New),https://www.shl.com/solutions/products/product-catalog/view/economics-new/,"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",yes,no,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
Microsoft Excel 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,"The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.",yes,no,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 30
HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",yes,yes,"Front Line Manager, Manager,","English (USA),",Approximate Completion Time in minutes = 15 to 35
Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.",yes,no,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10
Healthcare Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-service-associate-solution/,"The Healthcare Service Associate solution is for entry-level positions in a healthcare environment that require the employee to interact with patients.  Sample tasks for this job include, but are not limited to: delivering food to patients, cleaning patient rooms, and welcoming guests to the hospital.  Potential job titles that use this solution are: Housekeepers, Dietary Aides, and Guest Services Coordinator. There are multiple configurations and versions of this solution available.",yes,yes,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 37
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Server Solution,https://www.shl.com/solutions/products/product-catalog/view/server-solution/,"The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink orders and delivering food items to guests. The solution is focused on work ethic, customer focus and sales. Potential job titles that use this solution are: Server and Waiter/Waitress. Multiple configurations of this solution are available.",yes,yes,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 40
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",yes,no,Test Type:A, , 
Executive - Short Form,https://www.shl.com/solutions/products/product-catalog/view/executive-short-form/,"The Executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities and operations at the highest level of an organization. Executives at this level often accomplish their work through subordinate executives and provide overall direction to their organization by determining and formulating policies within guidelines set up by a board of directors or similar governing body. Potential job titles that use this solution are: Executive Vice President, President, and Executive Director.",yes,yes,"Executive,","English (USA),",Approximate Completion Time in minutes = 74
Industrial - Entry Level 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/industrial-entry-level-7-1-%28international%29/,"Our Industrial  Entry Level 7.1 solution is designed for entry-level positions, and measures the behaviors and experiences that underlie successful and safe performance in general or light industrial roles. The solution covers a wide variety of entry-level positions, and assesses behaviors including: following policies and procedures; general facility upkeep; producing high quality work; maintaining an orderly work environment; wearing required protective equipment; and being thorough.
Potential job titles that use this solution include: Laborer, Custodians, Building and Grounds Maintenance Workers, Handyman.IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International and Americas"".",yes,no,"Entry-Level,","Dutch, Norwegian, German, English International, Portuguese (Brazil), English (USA), French (Canada),",Approximate Completion Time in minutes = 20
.NET MVC (New),https://www.shl.com/solutions/products/product-catalog/view/net-mvc-new/,"Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17
Data Entry Alphanumeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.",yes,no,"Professional Individual Contributor, Mid-Professional, Front Line Manager, Entry-Level,","English (USA),",Approximate Completion Time in minutes = 5
Drupal (New),https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 17
Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-professional-solution/,"The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.
Potential job titles that use this solution are: Sales Consultant, Sales Representative, and Account Representative. Multiple configurations of this solution are available.",yes,yes,"Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 47
Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,Multi-choice test that measures the knowledge about the different social media platforms.,yes,no,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.",yes,yes,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",Approximate Completion Time in minutes = 22
Guest Services Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/guest-services-associate-solution/,"The Guest Services Associate solution is designed for entry to mid-level customer service positions in the hospitality industry. The solution is for highly customer service focused positions with few to no sales components. Sample tasks may include: providing information on entertainment, dining and transportation to guests, making dining recommentations to guests, arranging transportation for guests, and making reservations. Potential job titles that use this solution are: Concierge, Guest Services Agent, Club Concierge, Hotel Concierge, Front Office Manager and Guest Services Associate. Multiple configurations of this solution are available.",yes,yes,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 48
Entry Level Cashier 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,"The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds. Potential job titles that use this solution are: Cashier, Sales Associate, and Clerk.",yes,no,"Entry-Level,","French (Canada), Latin American Spanish, English (USA), English International,",Approximate Completion Time in minutes = 18
Contact Center Sales & Service 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,The Sales & Service 8.0 JFA is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers.,yes,no,"Entry-Level,","English International, English (USA),",Approximate Completion Time in minutes = 31
MS Word (New),https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/,Multi-choice test that measures the ability to use MS Word to record and save textual information.,yes,no,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),",Approximate Completion Time in minutes = 4
Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is areal-timevideo interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.Language AvailabilityThe Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).",yes,no,"Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = Variable
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",yes,no,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 5
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,yes,yes,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),",Approximate Completion Time in minutes = 20
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.",yes,no,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 25
Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,"SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and Development Centre platform.We offer a wide range of exercise types including group exercise, role plays, analysis presentations and written exercises.Exercises are available across a wide range of job levels and industry contexts.Contact SHL to find out more.",yes,no,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA),",Approximate Completion Time in minutes = Variable
Econometrics (New),https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/,"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",yes,no,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Bank Administrative Assistant - Short Form,https://www.shl.com/solutions/products/product-catalog/view/bank-administrative-assistant-short-form/,"The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for these jobs include, but are not limited to: answering telephones, managing files and records, sorting mail, greeting customers, and collaborating with co-workers on projects. Potential job titles that use this solution are: Receptionist and Administrative Assistant. There are multiple configurations of this solution available.",yes,no,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 35
Pediatrics (New),https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",yes,no,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
Biochemistry (New),https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,"Multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.",yes,no,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",yes,no,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.",yes,no,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,yes,no,"Entry-Level,","Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International,",Approximate Completion Time in minutes = 8
Professional + 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/,"Our Professional + 7.0 solution is designed for all non-managerial professional individual contributor positions, and includes SHLs new innovative mobile-first ability assessment, Verify Interactive  Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.Report Language Availability:English (USA).",yes,yes,"Mid-Professional, Professional Individual Contributor,","English International, English (USA),",Approximate Completion Time in minutes = 51
Data Warehousing Concepts,https://www.shl.com/solutions/products/product-catalog/view/data-warehousing-concepts/,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.",yes,yes,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 25
Data Entry (New),https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,yes,no,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 4
